Name-CN,Name-EN,图标分类-CN,图标分类-EN,图标预览,图标标签,UI 设计负责人,预计完成时间
笑脸,smiling-face,表情符号,Emoji,smiling-face.svg (https://dl.airtable.com/.attachments/9b388dad301bdfd1c32d105b3da6a9d6/c05bd5e8/smiling-face.svg),笑脸,金 磊,2019-09-11
别嘴,confused-face,表情符号,Emoji,confused-face.svg (https://dl.airtable.com/.attachments/48561f3acf59d924750d1465f5bf3456/d02af741/confused-face.svg),别嘴,金 磊,2019-09-11
呲牙张嘴,grimacing-face,表情符号,Emoji,grimacing-face.svg (https://dl.airtable.com/.attachments/d9c2263c3ee65a26f4aa5cc79fbd50db/365cbd53/grimacing-face.svg),呲牙张嘴,金 磊,2019-09-11
广告产品,ad-product,表意抽象,Abstract,ad product.svg (https://dl.airtable.com/.attachments/8421a66bc1e6376b42c334f774a82629/344441f0/adproduct.svg),广告产品，抽象，盒子，箱子，立体,常留留 常,2019-03-29
报表,table-report,表意抽象,Abstract,table.svg (https://dl.airtable.com/.attachments/beb510eec8edcc0ac7c2b0a7142012f1/2d17f9e9/table.svg),广告报表，抽象,常留留 常,2019-03-27
应用,application-one,表意抽象,Abstract,application2.svg (https://dl.airtable.com/.attachments/66f37b97d0cd2215cdcdb69a4bf4b617/12c621ae/application2.svg),受众分析，抽象,白明泽 白,2019-03-29
销售,sales-report,表意抽象,Abstract,sales-report.svg (https://dl.airtable.com/.attachments/73278166d088d8bd3e1c3b7751231e72/ae9e09dd/sales-report.svg),销售，售卖，数据，抽象,常留留 常,2019-03-27
API 应用,api-app,表意抽象,Abstract,API应用.svg (https://dl.airtable.com/.attachments/905ef0e17845d137d19686483c7643ee/0a614114/API.svg),API，应用，抽象，AD 平台,常留留 常,2019-10-12
智能优化,smart-optimization,表意抽象,Abstract,智能优化.svg (https://dl.airtable.com/.attachments/a81ce7366f81340522fc5e543b8a62cc/d44a6dcd.svg),智能优化，抽象，圆环,常留留 常,2019-10-12
图形连接,rectangular-circular-connection,表意抽象,Abstract,rectangular-circular-connection.svg (https://dl.airtable.com/.attachments/6f63f0cd41395c300a28d93c0f14c196/87e174ce/rectangular-circular-connection.svg),图形连接，链接，抽象,金 磊,2019-08-07
图形分割,rectangular-circular-separation,表意抽象,Abstract,rectangular-circular-separation.svg (https://dl.airtable.com/.attachments/f3691a33a261d651583b4979f82a4e92/29cb340a/rectangular-circular-separation.svg),图形分割，链接，抽象，分裂,金 磊,2019-08-07
嵌套图形,stereo-nesting,表意抽象,Abstract,stereo-nesting.svg (https://dl.airtable.com/.attachments/ef24416ecc74cc262e4e942901cafef9/b38639c0/stereo-nesting.svg),嵌套图形，抽象，标志，logo,金 磊,2019-08-07
圆圈,circle-five-line,表意抽象,Abstract,circle-five-line.svg (https://dl.airtable.com/.attachments/e748874f6da11be14bde645d321ac645/6210fa18/circle-five-line.svg),圆圈，连接，抽象，五个,金 磊,2019-08-16
魔比斯环,cross-ring-two,表意抽象,Abstract,cross-ring-two.svg (https://dl.airtable.com/.attachments/9af2a019df20d3a522531f8ded5e8e42/4fcdafef/cross-ring-two.svg),魔比斯环，循环，双环,金 磊,2019-08-16
圆圈,circle-four-line,表意抽象,Abstract,circle-four-line.svg (https://dl.airtable.com/.attachments/b3373ef9ce722e1584144f48e0f3907b/23524d4f/circle-four-line.svg),圆圈，连接，抽象，四个,金 磊,2019-08-16
圆圈,circle-two-line,表意抽象,Abstract,circle-two-line.svg (https://dl.airtable.com/.attachments/49d4230a4edd542155b3b43bcee02181/e2f1cf45/circle-two-line.svg),圆圈，连接，抽象，两个,金 磊,2019-08-16
徽章提醒,badge,表意抽象,Abstract,链接备份.svg (https://dl.airtable.com/.attachments/30a721f99467df759af1064598cd56f6/9afc44d1.svg),抽象，框选，徽章，提醒，组件,金 磊,2019-10-12
双X符号,symbol-double-x,表意抽象,Abstract,symbol-double-x.svg (https://dl.airtable.com/.attachments/081373123347e22ac2024aa67fb051d9/1e4da15f/symbol-double-x.svg),双X符号，抽象，关闭，道路，十字路口,金 磊,2019-08-07
多方形,multi-rectangle,表意抽象,Abstract,multi-rectangle.svg (https://dl.airtable.com/.attachments/5ef8bcab98e83b5be8032a749e6c093a/9fe3a30f/multi-rectangle.svg),多方形，方形，叠加，缩放,金 磊,2019-08-07
多圆形,multi-circular,表意抽象,Abstract,multi-circular.svg (https://dl.airtable.com/.attachments/ba7e8ed18769c1b58d9a6a8514bfabbe/6cd20338/multi-circular.svg),多圆形，圆形，叠加，缩放,金 磊,2019-08-07
图形组合,graphic-design-two,表意抽象,Abstract,graphic-design-two.svg (https://dl.airtable.com/.attachments/808305e83d6f71a11abfbd89c68cf464/b1a6607e/graphic-design-two.svg),图形组合，拼接，组合，几何,金 磊,2019-08-16
图形设计,graphic-design,表意抽象,Abstract,graphic-design.svg (https://dl.airtable.com/.attachments/b30f6ab89bc5af3fbd0a3a343190a893/70130f50/graphic-design.svg),图形设计，几个，组合，拼接,金 磊,2019-08-16
圆圈,circle-four,表意抽象,Abstract,circle-four.svg (https://dl.airtable.com/.attachments/e69622aaeb416b5326228a602f25fcc2/4cd9b60e/circle-four.svg),圆圈，抽象，四个,金 磊,2019-08-16
圆圈,circle-three,表意抽象,Abstract,circle-three.svg (https://dl.airtable.com/.attachments/cc4eb27c3614eb8c5235998d63e67643/5bedd0d0/circle-three.svg),圆圈，抽象，三个,金 磊,2019-08-16
双半圆,two-semicircles,表意抽象,Abstract,two-semicircles.svg (https://dl.airtable.com/.attachments/63449802e2c6b7500a2e43a87ea3fa28/055a6ed8/two-semicircles.svg),双半圆，抽象,金 磊,2019-08-16
大X,rectangle-x,表意抽象,Abstract,rectangle-x.svg (https://dl.airtable.com/.attachments/cf5a1e9cb69797cb58d87c088ab6946e/6a7ee039/rectangle-x.svg),大X，抽象，关闭，错误,金 磊,2019-08-16
宝箱,treasure-chest,表意抽象,Abstract,treasure-chest.svg (https://dl.airtable.com/.attachments/0890856bde0272370c3e074409debe39/69c43b37/treasure-chest.svg),宝箱，箱子，宝贝,金 磊,2019-08-16
圆形组合,graphic-stitching,表意抽象,Abstract,graphic-stitching.svg (https://dl.airtable.com/.attachments/bbe00168f3bb5cf25e99f252afe59f00/5d425e29/graphic-stitching.svg),圆形组合，组合，拼接,金 磊,2019-08-16
对称,symmetry,表意抽象,Abstract,symmetry.svg (https://dl.airtable.com/.attachments/e18d2fa882e0c2bf5ad0667bb2fd9bc8/f016c4fb/symmetry.svg),对称，抽象，编辑，操作,金 磊,2019-08-16
圆圈,circles-seven,表意抽象,Abstract,circles-seven.svg (https://dl.airtable.com/.attachments/bfe4eb3b76695056647e05f48c6242be/31fefd77/circles-seven.svg),圆圈，抽象，六个,金 磊,2019-08-16
关联,association,表意抽象,Abstract,链接备份 2.svg (https://dl.airtable.com/.attachments/900cd13a89f323a227bb2b2ee95ea6bc/dc939e3d/2.svg),交集，关联，联系,金 磊,2019-10-12
多圆环,multi-ring,表意抽象,Abstract,关联备份.svg (https://dl.airtable.com/.attachments/dd08e97f7e093fb33c54e04295970184/b826daff.svg),关联，圆环，交集，抽象,金 磊,2019-10-12
几何花,geometric-flowers,表意抽象,Abstract,几何花.svg (https://dl.airtable.com/.attachments/6d4806feeefd534444983b9af97b485f/dea4ce7c.svg),几何，圆环，抽象,金 磊,2019-10-12
切换,app-switch,表意抽象,Abstract,更换.svg (https://dl.airtable.com/.attachments/30313592ab303e9a008db9d4d4ac1007/b242faa6.svg),屏幕切换，轮播，幻屏,金 磊,2019-10-12
圆形组合,graphic-stitching-three,表意抽象,Abstract,图形设计.svg (https://dl.airtable.com/.attachments/aaf535ffbda2674470d089ace2851d92/4ccdf97e.svg),圆形，方形，连接，抽象,金 磊,2019-10-12
圆形组合,graphic-stitching-four,表意抽象,Abstract,图形组合.svg (https://dl.airtable.com/.attachments/2639b05ee0424264e6cccc4a4e4e1462/b96536eb.svg),圆形，方形，连接，抽象,金 磊,2019-10-12
三角形,refraction,表意抽象,Abstract,三角形.svg (https://dl.airtable.com/.attachments/b9dfc90ac28e9b0fe61b86991b9ea9cf/5d6dce51.svg),三菱镜，多进少出，抽象，几何,金 磊,2019-10-12
光晕,halo,表意抽象,Abstract,钢琴备份.svg (https://dl.airtable.com/.attachments/cadf3031f0ff4fdb9710c4f70a4b5bc8/1b719722.svg),虚线圆环，光照，扩散,金 磊,2019-10-12
包容网关,inclusive-gateway,表意抽象,Abstract,inclusive-gateway.svg (https://dl.airtable.com/.attachments/22d8acd03925cefb9e26b4fd691ed4df/8687c9fc/inclusive-gateway.svg),网关，菱形，抽象，几何,常留留 常,2019-11-22
排他网关,exclusive-gateway,表意抽象,Abstract,exclusive-gateway.svg (https://dl.airtable.com/.attachments/22631f3ea5d4b8a164b9ee5729c5f8f5/ebb05e89/exclusive-gateway.svg),排他，菱形，抽象，几何,常留留 常,2019-11-22
并行网关,parallel-gateway,表意抽象,Abstract,parallel-gateway.svg (https://dl.airtable.com/.attachments/bd48862e709822e5435d488be27f2d54/7d763b6c/parallel-gateway.svg),并行，菱形，抽象，几何,常留留 常,2019-11-22
汇聚网关,converging-gateway,表意抽象,Abstract,converging-gateway.svg (https://dl.airtable.com/.attachments/657ad659a0ba369f7dfaf4a5c9a6d3cb/c3e1152a/converging-gateway.svg),汇聚，菱形，抽象，几何,常留留 常,2019-11-22
旋风,whirlwind,表意抽象,Abstract,,旋转，旋风，循环,金 磊,2020-02-11
更新,update-rotation,表意抽象,Abstract,,更新，旋转，下载，最新,金 磊,2020-02-11
星星,two-triangles,表意抽象,Abstract,,三角，星星,金 磊,2020-02-11
三斜杠,three-slashes,表意抽象,Abstract,,三斜杠，标志,金 磊,2020-02-11
两个椭圆,two-ellipses,表意抽象,Abstract,,两个椭圆，央视,金 磊,2020-02-11
三个菱形,three-hexagons,表意抽象,Abstract,,三个菱形,金 磊,2020-02-11
纹理,texture,表意抽象,Abstract,,纹理,金 磊,2020-02-11
切换对比,switch-contrast,"表意抽象,操作","Abstract",,切换对比,金 磊,2020-02-11
纹理,texture-two,表意抽象,Abstract,,纹理，底图,金 磊,2020-02-11
分离,split-branch,表意抽象,Abstract,,分离，编辑，对比,金 磊,2020-02-11
纹路,process-line,表意抽象,Abstract,,纹路,金 磊,2020-02-11
旋转,one-third-rotation,表意抽象,Abstract,,旋转，箭头,金 磊,2020-02-11
半圆,misaligned-semicircle,表意抽象,Abstract,,半圆,金 磊,2020-02-11
六边条,hexagon-strip,表意抽象,Abstract,,六边条,金 磊,2020-02-11
游戏表情,game-emoji,表意抽象,Abstract,,游戏表情,金 磊,2020-02-11
四个箭头,four-arrows,表意抽象,Abstract,,箭头，四个箭头,金 磊,2020-02-11
五个椭圆,five-ellipses,表意抽象,Abstract,,五个椭圆,金 磊,2020-02-11
解除组件,figma-reset-instance,表意抽象,Abstract,,解除组件,金 磊,2020-02-11
组件,figma-component,表意抽象,Abstract,,组件，figma,金 磊,2020-02-11
模块箭头,blocks-and-arrows,表意抽象,Abstract,,模块箭头,金 磊,2020-02-11
星号,asterisk,表意抽象,Abstract,,星号，符号，圆形,金 磊,2020-02-11
奔驰,benz,表意抽象,Abstract,,奔驰 三叉戟 轮毂 三角,金 磊,2020-03-08
圆形和三角,circles-and-triangles,表意抽象,Abstract,,圆形和三角,金 磊,2020-03-08
圆形连接,circular-connection,表意抽象,Abstract,,圆形连接,金 磊,2020-03-08
圆锥,cone,表意抽象,Abstract,,圆锥,金 磊,2020-03-08
皇冠,crown-two,表意抽象,Abstract,,皇冠 王后 国王,金 磊,2020-03-08
魔方,cube-five,表意抽象,Abstract,,魔方 六边形 立方体,金 磊,2020-03-08
魔方,cube-four,表意抽象,Abstract,,魔方 六边形 立方体,金 磊,2020-03-08
魔方,cube-three,表意抽象,Abstract,,魔方 六边形 立方体,金 磊,2020-03-08
魔方,cube-two,表意抽象,Abstract,,魔方 六边形 立方体,金 磊,2020-03-08
魔方,cube,表意抽象,Abstract,,魔方 六边形 立方体,金 磊,2020-03-08
循环箭头,cycle-arrow,表意抽象,Abstract,,循环箭头,金 磊,2020-03-08
圆柱,cylinder,表意抽象,Abstract,,圆柱,金 磊,2020-03-08
四片叶子,four-leaves,表意抽象,Abstract,,四片叶子,金 磊,2020-03-08
四点连接,four-point-connection,表意抽象,Abstract,,四点连接,金 磊,2020-03-08
四点连接,four-round-point-connection,表意抽象,Abstract,,四点连接,金 磊,2020-03-08
六边立体,hexagonal,表意抽象,Abstract,,六边立体,金 磊,2020-03-08
关键线,keyline,表意抽象,Abstract,,关键线 背景 底纹,金 磊,2020-03-08
多三角,multi-triangular-four,表意抽象,Abstract,,多三角,金 磊,2020-03-08
多三角,multi-triangular-three,表意抽象,Abstract,,多三角,金 磊,2020-03-08
多三角,multi-triangular-two,表意抽象,Abstract,,多三角,金 磊,2020-03-08
多三角,multi-triangular,表意抽象,Abstract,,多三角,金 磊,2020-03-08
多层圆球,multilayer-sphere,表意抽象,Abstract,,多层圆球,金 磊,2020-03-08
嵌套箭头,nested-arrows,表意抽象,Abstract,,嵌套箭头,金 磊,2020-03-08
九点连接,nine-points-connected,表意抽象,Abstract,,九点连接,金 磊,2020-03-08
椭圆爱心,oval-love-two,表意抽象,Abstract,,椭圆爱心 喜欢,金 磊,2020-03-08
椭圆爱心,oval-love,表意抽象,Abstract,,椭圆爱心 喜欢,金 磊,2020-03-08
四棱锥,quadrangular-pyramid,表意抽象,Abstract,,四棱锥,金 磊,2020-03-08
矩形撕裂,rectangle-tear,表意抽象,Abstract,,矩形撕裂,金 磊,2020-03-08
矩形椎体,rectangular-vertebra,表意抽象,Abstract,,矩形椎体,金 磊,2020-03-08
圆形卡钳,round-caliper,表意抽象,Abstract,,圆形卡钳,金 磊,2020-03-08
圆形扭曲,round-distortion,表意抽象,Abstract,,圆形扭曲,金 磊,2020-03-08
圆形遮罩,round-mask,表意抽象,Abstract,,圆形遮罩,金 磊,2020-03-08
圆形连接,six-circular-connection,表意抽象,Abstract,,圆形连接,金 磊,2020-03-08
六个点,six-points,表意抽象,Abstract,,六个点,金 磊,2020-03-08
圆球,sphere,表意抽象,Abstract,,圆球 球体,金 磊,2020-03-08
立体透视,stereo-perspective,表意抽象,Abstract,,立体透视,金 磊,2020-03-08
三个三角,three-triangles,表意抽象,Abstract,,三个三角,金 磊,2020-03-08
三角圆矩形,triangle-round-rectangle,表意抽象,Abstract,,三角圆矩形,金 磊,2020-03-08
三棱锥,triangular-pyramid,表意抽象,Abstract,,三棱锥,金 磊,2020-03-08
两个三角,two-triangles-two,表意抽象,Abstract,,两个三角,金 磊,2020-03-08
坐标系统,coordinate-system,表意抽象,Abstract,coordinate-system.svg (https://dl.airtable.com/.attachments/246859da040be97cf5fe2431e20242c1/d8c6428d/coordinate-system.svg),坐标系统，3D，立体，坐标,金 磊,2019-08-07
坐标系,cones,表意抽象,Abstract,cones.svg (https://dl.airtable.com/.attachments/53d4aa6ee5d8dceb60386ea4821429cb/652c787e/cones.svg),坐标系，三角，立体,金 磊,2019-08-16
学位帽,degree-hat,其它分类,Others,degree-hat.svg (https://dl.airtable.com/.attachments/1c11b4c582b46e5e71a55afbff188468/7a327258/degree-hat.svg),今日学堂，学位，学习，帽子,常留留 常,2019-03-21
连接点,connection-point,连接,Connect,connection-point.svg (https://dl.airtable.com/.attachments/ffaf24715e9a08f81d10f3080694a52e/0746b5e4/connection-point.svg),网络，连接点，节点，网络邻居,刘心乐,2019-03-27
名片,id-card,其它分类,Others,id-card.svg (https://dl.airtable.com/.attachments/e357034e828e16e2c0b222e15bc0072c/f9815160/id-card.svg),名片，卡片，证件,白明泽 白,2019-07-11
书籍,book,书籍,Books,book1.svg (https://dl.airtable.com/.attachments/98752875fbcc15e1d1ae0f5495a91c63/54f75d15/book1.svg),书本，笔记，文件,常留留 常,2019-03-27
三角杯,flask,其它分类,Others,flask.svg (https://dl.airtable.com/.attachments/dbbadb68f02cdc7136a22daa5b620191/33d0da6d/flask.svg),三角杯，试验，酒杯，测量，化学,白明泽 白,2019-08-07
推送请求,pull-requests,其它分类,Others,pull-requests.svg (https://dl.airtable.com/.attachments/fa3727b091054b263f684807888a6e45/070b8924/pull-requests.svg),推动，消息，Git,齐 奉飞,2019-07-11
分支,branch,其它分类,Others,branchs.svg (https://dl.airtable.com/.attachments/eb448c231431717a8dfd7cfd3aeb6a65/6f59a669/branchs.svg),分支，程序，管理，Git,齐 奉飞,2019-07-11
分叉,fork,其它分类,Others,fork.svg (https://dl.airtable.com/.attachments/ee795edc7d67c695374f608b7ef61b60/ec366e4f/fork.svg),交叉，拷贝代码，复制，Git,齐 奉飞,2019-07-11
分支,branch-two,连接,Connect,branchs.svg (https://dl.airtable.com/.attachments/520a179103af92f0991df702642b2665/0e0c0fa9/branchs.svg),分支，Git，代码管理，分布式,金 磊,2019-08-16
连接,connection,连接,Connect,connection.svg (https://dl.airtable.com/.attachments/1e1620ba677811a8e0cfa1d4fcd7deff/53a39373/connection.svg),连接，箭头，线段，链接，结合,金 磊,2019-07-23
交叉环,cross-ring,其它分类,Others,cross-ring.svg (https://dl.airtable.com/.attachments/cc640c5dd8c838467acd2c15ff04ef78/6e602963/cross-ring.svg),交叉，环形，关系,齐 奉飞,2019-07-11
支付码,pay-code,其它分类,Others,pay-code.svg (https://dl.airtable.com/.attachments/e284b5f0302acc1d1f1310aac151ad5b/26b7d5c5/pay-code.svg),支付，支付宝，扫码，支付，花钱，财产,常留留 常,2019-07-11
插头,plug,其它分类,Others,plug.svg (https://dl.airtable.com/.attachments/4ef7268d0986cf442b54013faf9dff0f/b190b4ac/plug.svg),插头，插座，电力,齐 奉飞,2019-07-11
震动,shake,其它分类,Others,shake.svg (https://dl.airtable.com/.attachments/bbefd6cbf96b5a99f691bed581ce113b/beb062f5/shake.svg),震动，颤抖，抖动，摇摆,白明泽 白,2019-07-11
电话卡,sim,其它分类,Others,sim.svg (https://dl.airtable.com/.attachments/30ac52da222ded86428f8c395e83fc3c/e091a8cd/sim.svg),电话卡，sim 卡，5G 卡,常留留 常,2019-07-11
温度计,thermometer,其它分类,Others,thermometer.svg (https://dl.airtable.com/.attachments/43178c1a45570e22e2c49e2869baff04/ab6077b6/thermometer.svg),温度计，测量，体温，冷热,齐 奉飞,2019-07-11
试管,vial,其它分类,Others,vial.svg (https://dl.airtable.com/.attachments/cae4a15a737e27154621d95a0d89c0ea/09d72f69/vial.svg),试管，试验，量管，测量，测试,白明泽 白,2019-08-07
奶瓶,baby-bottle,其它分类,Others,babybottle.svg (https://dl.airtable.com/.attachments/dfbc006cc10625a15a2a5086a017a52c/7b4b3f66/babybottle.svg),奶瓶，婴儿，牛奶，儿童,白明泽 白,2019-07-11
